DienTich,City,District,MucGia,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward
100.0,79,769,12200000000.0,,4,,3,,9,12,2,27091
90.0,79,778,14500000000.0,,1,14.0,3,3.0,4,6,2,27493
40.0,79,778,4650000000.0,,1,3.0,4,,2,3,2,27484
56.0,79,777,6250000000.0,4.0,1,10.0,2,,2,2,3,27439
203.0,1,4,21924000000.0,13.5,1,,5,3.0,6,0,1,142
65.0,1,6,9000000000.0,6.0,,,6,4.0,3,3,1,199
80.0,79,786,9200000000.0,,1,8.0,4,3.0,4,5,2,27655
110.0,1,274,21000000000.0,5.0,4,12.0,5,4.0,4,5,0,9844
41.0,1,19,13900000000.0,4.7,1,10.0,3,7.0,6,6,2,626
95.0,1,19,14200000000.0,,1,,6,7.0,18,18,2,625
180.0,1,268,31000000000.0,,,,3,,4,4,1,9886
45.0,1,9,8500000000.0,,,,1,5.0,5,4,1,349
40.0,1,4,6320000000.0,4.0,1,6.0,8,6.0,4,4,0,145
55.0,1,19,10300000000.0,,1,,5,7.0,12,12,2,631
60.0,1,268,8500000000.0,5.5,1,,6,5.0,0,8,1,9542
38.0,1,9,6000000000.0,4.0,1,2.0,5,5.0,6,6,2,364
35.0,1,18,3270000000.0,4.3,1,3.0,7,5.0,3,4,2,565
126.0,79,762,15500000000.0,,1,10.0,8,3.0,4,3,2,26827
46.0,1,9,6500000000.0,,,46.0,7,5.0,4,0,2,364
41.0,1,4,9300000000.0,5.2,,3.5,7,6.0,3,3,1,145
391.0,77,751,41360000000.0,,,,4,2.0,3,3,1,26623
72.0,79,775,12900000000.0,4.5,1,16.0,3,4.0,3,11,2,27364
64.0,79,772,7200000000.0,,1,6.0,4,2.0,2,2,3,27223
60.0,79,766,10000000000.0,4.6,1,6.0,7,4.0,4,3,2,27001
106.0,79,767,9400000000.0,5.3,1,,3,,1,7,0,27031
94.0,79,767,10700000000.0,6.0,1,,6,5.0,5,6,2,27031
43.0,1,6,7650000000.0,3.6,1,,5,4.0,10,4,2,202
67.8,79,760,23000000000.0,5.8,1,,2,4.0,10,6,2,26761
39.0,79,767,11000000000.0,,1,,2,4.0,3,4,3,27022
46.0,1,6,8199999999.999999,3.8,1,,5,5.0,6,2,2,217
88.0,79,767,8500000000.0,,1,6.0,6,3.0,6,7,2,27031
60.0,1,1,11200000000.0,4.2,1,,6,5.0,11,7,2,16
35.0,1,3,4950000000.0,3.7,1,,7,5.0,9,12,2,109
42.0,1,9,6660000000.0,,1,,4,5.0,3,0,2,352
24.0,79,777,2550000000.0,4.0,1,3.0,2,2.0,2,2,2,27439
66.0,1,4,11500000000.0,4.2,1,,4,5.0,4,5,1,121
100.0,48,494,11200000000.0,5.0,,,6,,3,3,2,20284
38.0,1,8,5000000000.0,3.7,1,3.0,3,4.0,4,7,1,331
42.0,1,9,6600000000.0,,1,,3,5.0,3,0,2,352
50.0,1,1,9800000000.0,,,,2,6.0,4,4,1,31
50.0,79,764,5000000000.0,,1,5.0,5,2.0,4,1,3,26881
45.0,1,4,9000000000.0,3.0,1,12.0,7,5.0,3,3,2,139
38.0,1,4,7000000000.0,,1,,1,4.0,4,3,2,118
175.0,48,494,13500000000.0,10.0,1,7.5,5,2.0,5,5,2,20285
50.0,1,1,9800000000.0,,,,6,6.0,4,4,2,34
46.0,1,5,9000000000.0,,1,6.0,4,6.0,5,5,2,172
32.0,1,268,2000000000.0,,1,,3,4.0,3,3,3,9562
56.0,79,777,5200000000.0,4.0,1,6.0,2,4.0,3,4,3,27439
52.0,48,493,6500000000.0,4.5,2,5.5,1,3.0,3,2,2,20272
106.0,48,494,15000000000.0,6.8,,10.5,2,2.0,3,2,2,20284
85.0,1,3,19000000000.0,,1,30.0,3,7.0,10,7,2,100
110.0,48,493,15000000000.0,5.0,1,,3,4.0,4,7,2,20278
60.0,79,772,17800000000.0,,1,,3,6.0,6,7,2,27214
50.0,1,1,9800000000.0,,,,6,6.0,4,4,1,25
47.2,1,5,13500000000.0,4.4,1,4.0,3,4.0,4,4,2,157
380.0,79,766,47000000000.0,,1,,3,,3,3,2,26983
220.0,79,771,48000000000.0,8.0,1,,7,7.0,4,4,2,27181
128.0,79,768,38000000000.0,8.0,1,,5,5.0,5,5,2,27061
30.0,79,786,1850000000.0,4.0,4,8.0,5,3.0,4,3,3,27655
210.0,79,764,21000000000.0,,1,,5,2.0,0,11,2,26875
160.0,79,760,45000000000.0,,1,,4,,0,2,2,26737
60.0,79,786,4200000000.0,,1,,7,2.0,3,2,2,27643
50.6,79,767,7100000000.0,4.3,1,7.0,7,5.0,6,5,3,27028
32.0,1,7,6950000000.0,3.5,1,,3,5.0,3,4,2,271
72.0,79,778,7500000000.0,4.0,1,6.0,5,4.0,4,4,2,27475
30.0,79,767,3100000000.0,,1,,2,2.0,2,3,2,27016
115.0,1,5,28800000000.0,,1,,5,6.0,6,8,2,157
23.0,1,7,16000000000.0,4.0,1,,7,4.0,11,4,2,241
100.0,33,326,24000000000.0,5.0,,,5,4.0,3,3,2,12031
116.0,1,8,11900000000.0,5.0,1,,6,,3,10,1,301
75.0,1,6,15600000000.0,4.0,1,,7,8.0,6,9,2,184
57.0,1,19,12600000000.0,,1,,6,7.0,21,21,2,625
90.0,79,778,14000000000.0,6.0,1,,6,3.0,5,4,1,27490
100.0,79,761,6350000000.0,4.7,1,5.0,5,2.0,3,2,2,26788
80.0,79,778,17500000000.0,7.0,1,7.0,8,4.0,4,6,2,27493
84.0,79,786,7390000000.0,6.0,1,5.0,1,3.0,4,5,2,27643
40.0,1,21,3890000000.0,,1,,6,4.0,12,9,1,598
50.0,79,786,4990000000.0,4.0,1,4.0,5,3.0,4,5,2,27643
80.0,79,786,7500000000.0,,1,,8,4.0,4,5,2,27655
60.0,79,778,6800000000.0,4.0,1,6.0,5,4.0,4,5,2,27493
86.0,79,786,8300000000.000001,6.4,1,7.0,4,4.0,4,5,2,27646
60.0,79,786,6400000000.0,5.0,1,5.0,5,4.0,4,5,2,27643
75.0,79,778,7700000000.0,5.0,1,,4,4.0,4,5,1,27466
184.5,75,731,9680000000.0,9.0,4,11.0,3,3.0,4,4,0,26380
63.0,74,724,4099999999.9999995,5.5,1,6.0,5,3.0,3,3,2,25957
86.1,79,786,8500000000.0,,1,12.0,7,4.0,4,5,2,27646
76.8,79,786,5700000000.0,,1,5.0,5,4.0,4,3,2,27643
62.0,1,6,23500000000.0,5.0,1,15.0,5,8.0,5,6,2,190
45.0,1,1,10850000000.0,4.1,1,,2,6.0,3,6,2,31
85.0,1,5,16899999999.999998,8.0,1,,4,8.0,12,15,2,175
40.0,1,9,5950000000.0,4.0,1,,3,5.0,6,4,2,349
86.0,56,568,16000000000.0,4.6,1,20.0,3,3.0,13,8,0,22369
35.0,1,1,6300000000.0,,1,,5,5.0,4,4,2,7
40.0,79,777,4650000000.0,,1,5.0,7,3.0,3,2,1,27463
240.0,75,731,14000000000.0,,4,,5,3.0,4,4,1,26380
80.0,1,268,17000000000.0,,1,,4,,2,11,3,9553
38.0,1,21,5300000000.0,,1,,4,3.0,3,2,1,619
35.0,1,6,16399999999.999998,,1,6.0,4,7.0,4,5,3,199
35.0,1,8,4390000000.0,4.2,1,,4,2.0,4,3,2,310
52.7,79,761,3400000000.0,3.6,1,4.0,5,2.0,3,2,1,26782
29.3,79,764,3750000000.0,6.0,1,6.0,5,2.0,2,2,2,26878
160.0,1,1,48000000000.0,5.0,,,6,4.0,4,4,1,28
137.4,79,768,11500000000.0,6.0,1,3.0,3,2.0,3,2,0,27043
111.5,1,268,26500000000.0,4.8,1,12.0,5,4.0,4,4,3,9553
43.5,1,1,16000000000.0,4.0,1,4.5,3,4.0,4,3,3,7
43.0,79,761,2350000000.0,,1,,5,,3,1,1,26779
110.0,1,3,25500000000.0,5.0,1,8.0,8,6.0,8,9,2,97
52.6,1,7,15000000000.0,4.5,1,6.0,6,5.0,6,5,2,262
106.0,79,764,6700000000.0,,1,,3,2.0,2,2,1,26884
62.0,1,21,7400000000.0,,1,,6,3.0,4,4,1,619
40.0,1,6,11600000000.0,,1,,7,4.0,4,8,1,232
42.0,1,268,10600000000.0,4.0,1,,7,5.0,6,4,2,9544
100.0,1,9,45000000000.0,6.0,1,,7,8.0,0,7,3,364
125.0,48,495,7100000000.0,5.0,1,33.0,3,3.0,8,8,2,20312
64.0,1,7,23500000000.0,4.4,1,7.0,6,5.0,7,4,3,280
42.0,1,1,10500000000.0,4.0,1,3.0,7,6.0,5,4,2,8
156.0,1,1,46000000000.0,7.4,1,10.0,6,4.0,4,5,1,25
360.0,79,765,47000000000.0,,1,,5,2.0,6,5,2,26956
55.0,1,268,8199999999.999999,,,,6,4.0,11,0,2,9556
70.0,1,7,23500000000.0,,1,,4,5.0,5,2,2,280
50.02,79,778,6200000000.0,4.1,1,5.0,6,3.0,4,5,2,27493
200.0,1,268,28800000000.0,,,,6,3.0,2,5,2,9552
55.0,1,1,19500000000.0,6.6,1,10.0,1,8.0,8,8,2,25
200.0,79,764,32000000000.0,7.0,1,,7,4.0,5,3,1,26869
90.0,1,268,16950000000.0,4.5,,,2,5.0,0,2,2,9552
130.0,1,8,25000000000.0,5.0,1,4.0,7,4.0,2,3,2,325
67.5,79,778,5200000000.0,4.0,1,3.5,1,2.0,2,3,2,27481
60.0,1,268,8500000000.0,,,,3,4.0,5,0,2,9565
155.0,79,763,16700000000.0,,1,,7,,10,2,1,26833
57.0,1,21,11500000000.0,4.0,1,3.0,5,5.0,3,5,2,610
62.4,1,6,28500000000.0,5.5,1,,5,8.0,10,1,1,190
76.0,79,775,14800000000.0,4.0,1,18.5,7,4.0,3,3,2,27385
118.5,79,776,4266000000.0,6.0,1,,6,2.0,2,2,2,27430
80.0,1,6,29800000000.0,4.0,1,7.0,4,6.0,7,5,3,202
44.0,1,7,9500000000.0,3.0,1,6.0,4,5.0,4,4,3,298
92.9,79,762,9500000000.0,,1,,6,5.0,10,10,1,26809
85.0,1,3,38000000000.0,6.0,1,,4,7.0,16,1,1,106
116.0,79,762,5300000000.0,4.1,,4.0,1,1.0,2,1,1,26809
60.0,1,8,7400000000.0,3.4,1,2.5,2,2.0,2,2,3,313
100.0,1,1,32500000000.0,8.0,,,4,,6,2,1,8
35.0,1,4,3950000000.0,,1,,5,5.0,3,4,2,136
100.0,1,3,18500000000.0,5.6,1,8.0,3,4.0,5,5,2,109
108.0,79,764,13500000000.0,4.0,1,,5,1.0,9,6,3,26897
40.0,1,3,4880000000.0,5.5,1,,2,5.0,4,4,2,106
32.0,1,4,3890000000.0,,1,,5,5.0,3,4,2,136
40.0,1,9,11000000000.0,,1,,6,7.0,5,13,2,343
34.0,1,4,4150000000.0000005,,1,,4,5.0,3,4,2,136
82.5,1,268,15500000000.0,,,,7,6.0,3,2,1,9551
85.0,1,1,18800000000.0,5.0,,,5,4.0,7,6,2,8
50.0,1,268,8100000000.0,,,,7,,4,7,0,9565
57.0,1,4,5790000000.0,,1,,5,1.0,1,1,2,136
44.0,1,21,12000000000.0,4.6,1,50.0,5,4.0,4,4,1,610
142.0,1,1,22800000000.0,5.0,,,3,7.0,7,3,2,8
34.0,1,4,4600000000.0,,1,,5,5.0,3,4,2,148
35.0,1,277,1920000000.0,3.1,1,3.0,4,3.0,4,3,3,10021
230.0,79,765,35000000000.0,,,,6,,2,10,1,26929
35.0,1,268,2280000000.0,,1,3.0,4,4.0,3,3,2,9568
32.0,1,4,2590000000.0,,1,,3,4.0,3,3,1,136
42.0,1,21,5100000000.0,6.5,1,3.0,5,5.0,13,4,2,598
64.6,74,724,3150000000.0,5.0,,6.0,5,2.0,3,2,1,25948
72.0,79,766,10300000000.0,4.0,,10.0,7,1.0,6,7,1,26974
43.0,1,4,8380000000.000001,,1,,4,3.0,3,2,2,121
100.0,10,88,6000000000.0,5.0,1,12.0,7,4.0,7,7,1,3006
32.5,1,7,4200000000.0,3.8,1,3.0,6,5.0,3,4,2,268
72.0,1,4,11840000000.0,,1,,1,1.0,1,1,2,136
57.0,1,4,12790000000.0,,1,,4,7.0,5,6,2,151
42.0,79,768,12000000000.0,4.5,1,10.0,4,3.0,3,3,3,27061
53.0,1,6,25000000000.0,4.1,1,,3,,3,6,2,217
127.0,1,20,17000000000.0,,1,,4,3.0,4,3,1,640
81.0,79,768,26000000000.0,5.5,1,30.0,5,1.0,1,1,3,27055
72.61,79,766,12900000000.0,5.3,1,8.0,3,2.0,2,3,1,26971
36.0,1,19,3600000000.0,,,,2,5.0,4,4,2,628
126.0,1,21,23600000000.0,14.0,1,,7,7.0,35,35,2,619
50.0,79,768,11500000000.0,20.0,1,6.0,1,4.0,5,5,3,27055
37.0,1,4,4790000000.0,,1,,5,6.0,3,4,1,136
88.0,33,327,6500000000.0,5.5,1,25.0,1,5.0,3,6,2,12079
91.0,1,3,13000000000.0,5.1,1,,5,3.0,3,3,3,109
160.0,79,770,48000000000.0,15.0,,,5,4.0,6,6,1,27154
80.0,79,764,7500000000.0,4.0,,6.0,4,5.0,8,8,2,26898
32.0,1,21,3900000000.0,,1,,3,5.0,4,4,2,619
56.0,79,777,4950000000.0,4.0,1,10.0,3,2.0,5,1,1,27460
32.0,1,19,3900000000.0,,1,,5,5.0,3,4,2,628
270.0,1,8,51000000000.0,14.0,1,12.0,2,4.0,6,4,2,316
80.0,79,786,7900000000.0,8.0,1,12.0,7,4.0,4,6,2,27655
56.0,1,4,9000000000.0,4.8,1,13.0,8,4.0,4,4,2,148
300.0,79,769,37000000000.0,,1,,5,,0,5,2,27091
58.5,79,786,6850000000.0,4.0,1,8.0,5,4.0,4,5,2,27643
223.8,79,769,51000000000.0,,1,,5,3.0,9,6,2,27091
140.0,79,769,24500000000.0,7.0,1,,3,4.0,6,9,2,27091
87.0,1,6,14700000000.0,4.8,1,,6,3.0,11,0,2,238
59.4,79,778,5190000000.0,,1,,5,3.0,4,3,2,27484
120.0,79,769,25000000000.0,6.0,1,,4,1.0,11,8,1,27091
310.0,79,769,52500000000.0,,1,,5,2.0,9,5,0,27088
42.0,1,5,8449999999.999999,4.8,1,,5,5.0,9,9,2,163
230.0,1,4,31000000000.0,,1,,4,4.0,5,4,2,121
33.0,1,19,3800000000.0,3.6,1,2.3,3,5.0,3,4,3,628
120.0,92,919,3200000000.0,5.0,1,,7,2.0,3,2,2,31201
43.0,1,19,5680000000.0,3.5,1,3.0,6,5.0,6,4,3,634
32.0,1,19,3700000000.0,4.7,1,2.3,3,5.0,3,4,3,628
107.0,1,9,42000000000.0,8.0,1,15.0,7,7.0,2,3,1,355
32.0,1,4,4450000000.0,,,,4,5.0,11,3,2,148
42.0,79,774,8900000000.0,3.0,1,,4,4.0,5,2,2,27310
30.0,79,786,2500000000.0,2.0,4,,8,4.0,3,2,2,27655
55.0,1,5,20600000000.0,4.1,1,,4,5.0,6,6,2,167
115.0,1,9,49000000000.0,5.0,1,,5,7.0,8,8,3,355
24.1,79,778,2850000000.0,4.0,1,3.0,5,2.0,2,1,2,27466
40.0,1,19,7000000000.0,,1,,6,5.0,9,9,2,625
31.0,1,5,5200000000.0,,1,,5,4.0,3,4,1,163
41.0,1,19,7400000000.0,,1,,6,4.0,4,3,1,626
100.2,74,724,3000000000.0,10.0,1,4.0,2,1.0,3,1,3,25942
30.0,79,776,3600000000.0,,1,3.0,2,3.0,3,2,3,27403
100.0,56,568,8000000000.0,10.0,1,10.0,7,3.0,3,4,2,22357
62.5,74,725,2700000000.0,,1,,5,2.0,2,2,3,25975
151.8,56,568,17457000000.0,6.5,1,16.0,5,1.0,2,2,2,22372
52.0,79,778,5380000000.0,4.0,1,3.0,2,2.0,2,3,2,27478
68.0,1,6,18200000000.0,5.5,1,3.0,4,8.0,22,22,2,232
50.0,1,268,9500000000.0,4.0,1,10.0,6,4.0,4,4,2,9565
35.0,79,773,6000000000.0,3.5,,8.0,7,3.0,2,3,3,27283
48.0,1,3,4500000000.0,3.8,1,3.0,1,3.0,3,2,2,91
60.0,1,21,9500000000.0,,1,,6,5.0,3,4,1,610
110.0,1,268,20500000000.0,5.0,1,,3,5.0,10,2,2,9551
48.0,1,4,6490000000.0,4.6,1,,2,5.0,5,3,2,118
120.0,79,767,14500000000.0,6.7,1,7.0,4,4.0,6,7,2,27010
52.0,1,4,6690000000.0,,1,,5,4.0,4,3,2,139
50.0,1,268,12800000000.0,,1,,7,6.0,5,6,1,9551
205.0,79,766,35000000000.0,6.0,1,16.0,6,1.0,3,3,2,26998
90.0,79,778,5600000000.0,,1,,5,2.0,3,2,2,27475
140.0,1,268,20500000000.0,,1,,3,,0,5,3,9550
40.0,1,4,4500000000.0,,1,,3,,4,14,3,118
91.0,33,326,11500000000.0,7.0,4,13.0,6,5.0,6,4,2,12034
144.0,56,569,8064000000.0,,4,24.0,7,4.0,8,12,2,22408
120.0,56,569,2040000000.0,,4,,4,,10,5,2,22408
130.0,1,268,23800000000.0,8.0,1,18.0,6,4.0,5,8,2,9553
45.0,79,778,3300000000.0,,1,,3,2.0,2,2,1,27466
110.0,79,761,12000000000.0,4.2,1,20.0,7,3.0,4,4,2,26770
60.0,74,725,2550000000.0,,1,,3,2.0,2,2,3,25969
153.0,79,786,19800000000.0,,1,12.0,4,4.0,4,5,2,27646
60.0,79,764,10500000000.0,,1,,7,4.0,4,4,3,26898
85.0,79,776,7500000000.0,5.0,1,12.0,5,4.0,4,5,2,27424
224.0,79,785,19000000000.0,12.0,1,25.0,1,3.0,4,4,2,27619
90.0,79,785,1750000000.0,,1,,5,2.0,3,2,2,27625
68.0,1,19,14500000000.0,,1,,6,,3,0,1,592
132.0,56,568,17500000000.0,6.0,1,22.0,7,4.0,4,4,2,22357
130.0,79,765,14490000000.0,5.3,1,5.0,1,4.0,6,6,2,26914
35.0,1,8,5600000000.0,3.8,1,,5,5.0,3,3,2,322
32.0,1,8,4750000000.0,3.8,1,3.0,6,5.0,3,3,2,328
78.0,79,768,24000000000.0,5.2,1,20.0,4,6.0,17,6,3,27049
55.0,1,3,6600000000.0,6.0,1,,5,3.0,2,2,2,103
52.1,79,762,4900000000.0,4.2,1,5.0,7,2.0,2,2,1,26821
98.0,79,760,27000000000.0,5.0,,,2,5.0,3,6,1,26737
126.0,79,778,20000000000.0,17.0,1,7.4,4,2.0,3,4,2,27466
101.0,1,4,19800000000.0,,1,,7,6.0,8,5,2,139
232.0,48,493,51000000000.0,11.7,1,,3,3.0,1,11,2,20275
120.0,48,492,15900000000.0,6.0,1,,4,4.0,5,5,2,20258
110.0,1,9,40000000000.0,20.0,,,4,8.0,3,0,1,355
105.0,1,5,13700000000.0,5.5,1,3.0,2,4.0,6,8,3,167
38.0,1,5,6290000000.0,3.5,1,3.0,3,5.0,3,3,2,172
95.0,79,769,32000000000.0,5.0,2,13.0,2,4.0,4,4,0,27091
126.0,79,763,23000000000.0,7.0,4,13.0,1,5.0,4,6,2,26833
63.0,79,764,6400000000.0,4.5,1,6.0,2,4.0,4,5,3,26878
55.0,1,6,11100000000.0,4.4,1,2.8,4,5.0,9,9,2,217
83.0,79,766,10000000000.0,5.4,1,6.0,5,1.0,2,2,2,26971
79.0,79,767,15000000000.0,,1,,1,2.0,3,3,2,27019
60.0,79,766,10500000000.0,4.0,1,,3,3.0,4,4,2,26995
67.2,79,760,12500000000.0,4.2,1,,7,5.0,10,10,2,26758
70.0,79,766,9500000000.0,,1,,6,3.0,4,4,2,27004
90.0,79,766,21500000000.0,,1,,5,4.0,4,4,2,26977
30.0,1,268,2450000000.0,4.43,1,2.5,3,4.0,3,3,2,10123
51.0,79,767,8500000000.0,,1,8.0,4,6.0,4,3,2,27028
100.0,79,766,16899999999.999998,6.8,1,8.0,2,4.0,5,5,2,27004
280.0,79,766,24000000000.0,,1,,4,5.0,4,4,2,27004
35.0,1,19,4730000000.0,,,,4,4.0,4,3,2,632
36.0,1,3,5850000000.0,4.5,1,,6,5.0,3,4,2,91
110.0,1,4,17000000000.0,6.5,1,40.0,7,3.0,3,2,3,139
53.0,79,767,5900000000.0,,1,,5,5.0,6,4,3,27037
55.0,1,8,16300000000.0,,1,,6,5.0,6,4,3,322
46.0,1,21,5100000000.0,5.0,1,,6,5.0,8,8,2,598
63.0,74,724,4099999999.9999995,5.0,1,6.0,2,2.0,3,2,3,25957
76.0,79,767,8800000000.0,,1,12.0,6,3.0,0,0,2,27028
100.0,79,769,12500000000.0,,,,3,3.0,4,5,0,27091
32.0,1,8,3980000000.0,5.0,1,5.0,4,4.0,3,4,2,322
45.0,79,774,8500000000.0,,1,3.0,3,4.0,4,5,2,27313
60.0,79,767,8199999999.999999,,1,,3,4.0,4,4,2,27013
48.0,1,21,5100000000.0,,1,,6,5.0,8,9,2,598
71.0,1,7,40000000000.0,,1,,1,7.0,13,8,2,247
36.0,79,770,6650000000.0,,1,6.0,4,5.0,3,4,3,27127
168.0,79,763,12500000000.0,8.0,1,12.0,5,3.0,6,7,3,26866
32.0,1,7,6000000000.0,,1,,6,5.0,3,7,2,295
1124.0,79,783,6500000000.0,,1,15.0,3,1.0,6,4,3,27502
45.0,1,5,9400000000.0,5.2,1,3.5,1,5.0,4,5,1,172
160.0,79,778,27000000000.0,6.0,1,24.0,1,2.0,4,3,2,27478
60.0,1,5,17500000000.0,5.6,1,7.0,4,5.0,5,5,2,167
70.0,1,5,19800000000.0,5.8,1,6.0,1,4.0,5,5,2,167
50.0,1,5,12000000000.0,4.0,1,6.0,5,6.0,4,5,2,169
40.0,1,1,12000000000.0,4.0,1,3.8,4,6.0,4,5,2,8
45.0,1,7,9500000000.0,8.0,1,3.0,4,6.0,5,5,2,265
40.0,1,4,8800000000.0,4.0,1,,6,5.0,5,2,2,115
42.0,1,7,5500000000.0,5.0,1,,6,4.0,4,5,2,271
52.7,1,4,6000000000.0,,1,,5,1.0,16,2,3,118
170.0,36,362,10000000000.0,12.5,1,8.0,1,3.0,4,3,2,13996
60.0,79,765,6990000000.0,5.5,1,7.0,2,2.0,2,2,3,26944
115.0,1,3,49000000000.0,6.0,1,,4,4.0,4,3,1,100
78.0,1,8,14500000000.0,,1,,3,4.0,4,3,3,325
80.0,79,765,9500000000.0,11.0,1,6.0,5,4.0,5,5,2,26914
64.0,56,568,8800000000.0,,1,,3,4.0,7,6,2,22369
415.0,22,193,50000000000.0,25.0,4,16.0,1,4.0,9,10,0,6673
52.0,79,765,8199999999.999999,4.0,1,6.0,6,5.0,6,6,2,26959
53.0,79,767,7500000000.0,,1,,2,5.0,8,8,2,27019
72.0,79,764,10000000000.0,,1,8.0,1,4.0,14,9,2,26884
64.0,79,764,8800000000.0,,1,5.0,5,5.0,0,9,1,26902
81.0,34,336,4500000000.0,4.5,1,7.0,4,3.0,4,3,0,12452
33.0,79,773,2660000000.0,3.0,1,3.0,6,2.0,2,2,3,27271
55.0,1,1,12500000000.0,4.0,1,6.0,2,5.0,6,4,2,7
100.0,79,778,15000000000.0,4.0,1,8.0,6,6.0,6,7,2,27478
84.0,79,773,18990000000.0,4.0,1,12.0,6,4.0,6,4,2,27256
27.5,79,773,3200000000.0,4.0,1,3.0,4,2.0,2,2,2,27286
90.0,79,773,17780000000.0,10.0,1,8.0,3,4.0,4,5,2,27283
56.0,1,8,8300000000.000001,,1,,5,3.0,1,2,0,310
35.0,1,4,3400000000.0,7.5,1,2.8,2,3.0,3,2,3,118
31.0,1,274,2650000000.0,,1,,7,4.0,3,3,2,9889
100.0,79,778,14000000000.0,5.0,1,12.0,7,3.0,4,5,2,27484
21.0,79,778,1300000000.0,,3,,2,1.0,1,1,1,27481
70.0,79,778,9500000000.0,4.0,1,,3,4.0,6,4,2,27478
28.0,1,8,3980000000.0,3.6,1,,6,4.0,3,4,2,322
47.0,1,268,8300000000.000001,4.0,,6.0,6,5.0,4,5,2,9571
180.0,79,767,23900000000.0,9.0,,30.0,3,1.0,1,1,0,27019
73.5,79,778,8600000000.0,4.2,1,6.0,1,4.0,4,5,2,27469
45.0,1,268,8300000000.000001,3.8,1,6.0,3,4.0,4,3,1,9556
43.0,1,6,15500000000.0,3.8,1,8.0,6,5.0,6,5,3,199
64.0,79,777,4350000000.0,4.0,,5.0,7,3.0,4,3,2,27448
51.0,79,762,5700000000.0,,1,,7,3.0,3,3,2,26821
75.0,79,777,5750000000.0,5.0,,6.0,6,3.0,5,11,2,27448
58.0,79,762,7000000000.0,4.0,1,10.0,6,4.0,4,5,2,26821
48.0,79,775,5200000000.0,4.1,1,,5,3.0,3,3,1,27355
48.0,1,7,16000000000.0,4.4,1,,3,5.0,5,5,2,280
54.0,33,326,8300000000.000001,4.5,4,13.0,5,5.0,4,7,2,12031
79.0,79,762,4050000000.0,,1,,6,,3,10,1,26821
39.0,1,1,6500000000.0,5.2,1,3.5,2,4.0,4,4,3,6
65.0,1,5,18850000000.0,6.0,1,3.5,6,4.0,0,9,2,157
42.0,1,268,6000000000.0,4.2,1,2.5,8,4.0,4,3,3,9541
90.0,80,803,2990000000.0,,,,6,,4,5,2,28003
40.0,1,7,4700000000.0,5.0,1,,4,5.0,3,4,1,295
90.0,79,767,7800000000.0,,1,,5,3.0,5,3,0,27013
33.0,1,268,5000000000.0,,1,12.0,5,6.0,3,4,2,9562
85.0,77,754,4200000000.0,16.0,1,30.0,5,4.0,4,6,2,26725
60.0,79,778,13200000000.0,,,,4,3.0,6,4,2,27481
95.0,79,769,32000000000.0,5.0,,,4,5.0,10,2,2,27091
150.0,1,4,27900000000.0,7.5,,,1,5.0,6,9,1,133
56.5,79,764,9500000000.0,,1,,3,3.0,3,2,2,26884
170.0,1,3,33000000000.0,10.0,1,3.5,1,8.0,20,21,2,112
58.5,79,786,5350000000.0,,1,,2,3.0,4,3,2,27643
97.5,75,742,10000000000.0,5.0,,,6,4.0,7,2,1,26476
100.0,1,4,23800000000.0,6.0,1,15.0,2,6.0,5,5,2,148
373.7,77,751,24000000000.0,,4,,5,2.0,3,3,0,26623
140.0,1,3,41000000000.0,,,,4,,0,4,0,91
48.0,74,724,2680000000.0,6.5,1,6.0,5,2.0,2,2,3,25960
45.0,1,4,5000000000.0,,1,,7,4.0,4,3,3,145
42.0,1,4,6350000000.0,,1,,1,6.0,3,4,2,148
46.0,1,4,3380000000.0,,1,,4,2.0,3,2,2,148
50.0,1,4,9300000000.0,,1,4.0,4,6.0,3,4,2,145
60.0,56,568,7560000000.0,3.78,1,20.0,3,3.0,5,3,2,22330
245.0,79,768,28000000000.0,7.0,1,,6,3.0,4,6,2,27061
180.0,1,3,53100000000.0,,1,,3,3.0,3,8,2,91
53.2,1,9,7600000000.0,4.0,1,4.0,3,5.0,6,5,3,364
160.0,79,766,27000000000.0,16.0,1,,2,6.0,4,12,2,26971
31.0,1,6,6700000000.0,5.2,1,,6,5.0,9,10,2,208
65.0,1,5,18500000000.0,,1,,6,5.0,8,9,3,172
277.0,79,762,19500000000.0,10.0,1,10.0,2,2.0,4,4,2,26806
64.0,79,760,25000000000.0,4.0,1,,5,5.0,7,5,2,26743
84.0,79,778,12500000000.0,4.5,1,7.0,7,4.0,6,6,2,27472
79.5,79,769,6400000000.0,5.0,1,3.0,6,1.0,2,2,3,27100
177.0,79,762,14500000000.0,9.0,1,,6,3.0,8,8,2,26827
80.0,1,6,26000000000.0,,,,6,,7,5,1,211
86.0,1,3,15000000000.0,6.0,1,12.0,6,3.0,3,3,2,91
130.0,1,19,19500000000.0,4.6,,,5,4.0,8,11,2,625
150.0,1,3,37000000000.0,10.0,1,30.0,6,3.0,4,4,2,106
210.0,79,763,23000000000.0,10.0,1,30.0,4,1.0,2,2,2,26836
582.0,79,763,38000000000.0,8.0,1,20.0,4,1.0,2,2,3,26833
100.0,79,763,19000000000.0,5.0,1,30.0,5,4.0,11,10,2,26851
240.0,79,766,35000000000.0,8.0,1,12.0,5,4.0,35,35,2,27004
